2110
1960
2245
2233
5503
2064
2018
2180
2117
2190
2101
2097
2025
2096
3130
1967
1943
1988
1947
1960
2016
2103
1968
2111
2041
1962
2004
1942
1975
1945
1971
2029
2022
2501
2053
